ID,Username,Password,FirstName,LastName,PhoneNumber,Email,IsReviewer,IsAdmin,BufferString
1254,CFili050,shou@lD34,Christina,Fili,231-126-1800,CFili@everymail.com,0,1,
1255,LFerny621,Ligh^t44,Lucy,Ferny,225-730-0111,LFerny@mailbox.org,1,1,
1256,KAlcarin03,windOw%25,Kenneth,Alcarin,210-955-9889,KAlcarin97@somemail.co.uk,1,0,
1257,KUlmo626,trYin%g68,Kelsey,Ulmo,215-314-7403,KUlmo@yahoo.net,0,1,
1258,PHamfast1,vis$ionS74,Pamela,Hamfast,,PHamfast@hotmail.com,0,0,
1259,WStormcrow306,libRa%ry32,William,Stormcrow,406-112-7672,WStormcrow45@bizmail.us,0,1,
1260,CLuthien242,inTer#est88,Carolina,Luthien,513-430-0151,CLuthien40@somemail.org,0,1,
1261,MAncalagon057,l!ighT61,Monica,Ancalagon,,MAncalagon46@everymail.co.uk,1,0,
1262,NArwen1,computeR$02,Nadine,Arwen,,NArwen37@everymail.us,0,0,
1263,FEarendil8,viSions)12,Frank,Earendil,401-114-2854,FEarendil5@hotmail.net,1,1,
1264,DFerny8,cr(asH93,Daniella,Ferny,405-211-2965,Daniella.Ferny37@hotmail.net,1,1,
1265,PFeanor1,wic(Ket58,Paul,Feanor,208-699-9983,PFeanor95@mail2u.co.uk,1,0,
1266,KCelebrimbor1,e(nDing57,Kathleen,Celebrimbor,702-353-2886,KCelebrimbor52@hotmail.com,1,0,
1267,MMaeglin574,th*rOugh44,Mason,Maeglin,,MMaeglin@yahoo.net,0,0,
1268,LDori576,p@iquE19,Lilly,Dori,808-721-9315,Lilly.Dori@yahoo.org,1,1,
1269,PHurin137,se!cretLy58,Patrick,Hurin,205-462-0844,Patrick.Hurin11@mailbox.org,0,0,
1270,PGorbag75,whI@te98,Pamela,Gorbag,208-196-1979,PGorbag13@mailbox.us,0,1,
1271,OHurin562,se!cretLy25,Ophelia,Hurin,304-951-4414,,1,1,
1272,BShelob004,nu)mberS95,Brooke,Shelob,505-286-0913,BShelob26@mail2u.us,1,0,
1273,JBombur805,Capt#ain39,Jason,Bombur,907-094-6774,JBombur43@somemail.com,1,1,
1274,EShelob58,compUt)er46,Elijah,Shelob,302-299-0191,,1,0,
1275,TFingolfin6,sho(Uld40,Toki,Fingolfin,,TFingolfin@yahoo.co.uk,1,1,
1276,HUngoliant11,wor$Ld20,Helena,Ungoliant,,HUngoliant97@bizmail.co.uk,1,0,
1277,WThranduil6,woR%ds93,Wendy,Thranduil,339-309-8455,,1,1,
1278,MFeanor485,spe%Ed55,Magdalena,Feanor,,MFeanor1@everymail.biz,1,1,
1279,AMorgoth4,Int@erest55,Anabelle,Morgoth,605-469-7613,Anabelle.Morgoth4@bizmail.net,1,0,
1280,BYavanna8,coM%puter57,Brooke,Yavanna,231-351-2048,BYavanna@bizmail.org,0,0,
1281,BElfhelm78,shOul(d34,Bethany,Elfhelm,,BElfhelm@bizmail.org,1,0,
1282,ZAnarion44,E#nter45,Zelda,Anarion,302-907-4286,Zelda.Anarion84@gmail.org,1,0,
1283,JFelagund708,hA#tch80,Jason,Felagund,,JFelagund51@gmail.us,1,0,
1284,PBolger51,ba#dLy20,Philip,Bolger,201-237-6987,PBolger85@everymail.org,0,1,
1285,DGandalf7,capt%aIn38,Danica,Gandalf,401-776-2812,DGandalf53@somemail.net,1,0,
1286,AMaedhros2,c#omPuter97,Alan,Maedhros,,AMaedhros39@everymail.net,0,1,
1287,MFinrod2,wOr#ld09,Melody,Finrod,,MFinrod@gmail.us,0,1,
1288,EElrohir6,b!Adly06,Erika,Elrohir,218-763-3611,,1,0,
1289,EEcthelion211,b*uiLd77,Elizabeth,Ecthelion,405-859-5714,Elizabeth.Ecthelion79@yahoo.net,0,1,
1290,BImrahil019,captaiN)27,Bryant,Imrahil,225-824-2021,Bryant.Imrahil55@bizmail.org,0,1,
1291,MHuan372,lig%hT53,Margaret,Huan,303-381-3987,Margaret.Huan45@yahoo.com,1,1,
1292,DBifur85,demaNde$d20,Debra,Bifur,208-262-9240,DBifur13@hotmail.com,1,1,
1293,AThe Grey04,Enter)27,Aaron,The Grey,262-531-9485,ATheGrey88@somemail.us,1,1,
1294,KEru15,woRds)93,Katherine,Eru,505-977-2870,KEru@hotmail.us,0,0,
1295,GNimrodel82,libRary)63,George,Nimrodel,203-708-3051,GNimrodel32@mail2u.net,1,1,
1296,BSauruman30,secretL#y97,Brooke,Sauruman,479-027-5435,,1,1,
1297,LAmrod5,About%83,Lauren,Amrod,,LAmrod72@somemail.com,0,1,
1298,IAnnatar220,Pi!que51,Isabell,Annatar,701-232-2565,IAnnatar45@gmail.us,1,1,
1299,AThingol276,monstE(r17,Adrianna,Thingol,,,0,1,
1300,MBofur020,piquE!42,Mackenzie,Bofur,308-698-0171,MBofur@gmail.biz,1,1,
1301,ATurin03,While^95,Angela,Turin,314-326-3328,Angela.Turin47@bizmail.biz,0,0,
1302,ACeleborn1,Libr(ary41,Alexandra,Celeborn,208-440-6537,ACeleborn16@hotmail.us,1,1,
1303,TShelob1,compuT$er85,Tina,Shelob,208-591-9780,TShelob18@mail2u.co.uk,1,1,
1304,MFelagund506,libRa#ry89,Mitch,Felagund,314-409-3530,MFelagund15@hotmail.org,1,0,
1305,ZOakenshield1,Cap@tain75,Zachary,Oakenshield,,,0,1,
1306,SManwe55,vIsio%ns76,Sharon,Manwe,203-216-3565,Sharon.Manwe60@everymail.us,0,1,
1307,AFingolfin366,deMand*ed47,Annabelle,Fingolfin,210-695-9191,,1,1,
1308,JNimloth2,r)escuE13,Joy,Nimloth,314-517-1653,JNimloth73@everymail.biz,1,1,
1309,BFeanor2,mO!ved41,Brian,Feanor,,,1,0,
1310,LGil-Galad5,buI#ld82,Lilly,Gil-Galad,203-110-1662,LGil-Galad50@mailbox.us,1,1,
1311,MNori0,Com(puter84,Marilyn,Nori,212-347-2209,MNori69@somemail.biz,1,0,
1312,MKhamul87,sec)rEtly20,Maria,Khamul,314-643-5412,MKhamul48@gmail.biz,0,1,
1313,VShadowfax6,captAin(84,Vivianna,Shadowfax,203-368-3242,VShadowfax@mail2u.co.uk,0,0,
1314,GGorbag915,movEd#54,Gary,Gorbag,201-233-5430,,0,0,
1315,PArwen0,wicKet@13,Patrick,Arwen,201-281-4575,PArwen@hotmail.biz,1,0,
1316,GNienna8,shou%lD33,Gloria,Nienna,,GNienna84@bizmail.co.uk,1,1,
1317,MOlorin98,demAnd#ed62,Margaret,Olorin,,,0,0,
1318,CFerny55,capt)aiN00,Carla,Ferny,210-219-4272,,1,1,
1319,TCirdan4,eN^ter64,Tina,Cirdan,201-784-0969,TCirdan@mail2u.org,0,1,
1320,SGamgee243,pIq^ue25,Shirley,Gamgee,,SGamgee11@yahoo.co.uk,1,1,
1321,VNesa5,libraR$y04,Veronica,Nesa,240-726-7460,VNesa55@mail2u.com,0,0,
1322,CFeanor973,Asked)41,Clarence,Feanor,239-002-5897,Clarence.Feanor43@hotmail.biz,1,1,
1323,EBofur061,sec(rEtly18,Eileen,Bofur,605-720-7519,EBofur78@somemail.biz,1,1,
1324,LTheoden685,compU$ter01,Lucas,Theoden,808-905-0260,,1,1,
1325,LNori862,asser$T05,Lilly,Nori,339-143-3121,LNori@somemail.biz,1,0,
1326,BGil-Galad631,comP(uter16,Bethany,Gil-Galad,252-026-5078,BGil-Galad73@hotmail.com,1,0,
1327,BUlmo5,Ca#ptain89,Bryant,Ulmo,,BUlmo89@somemail.co.uk,1,0,
1328,KDurin114,lIbra#ry66,Kevin,Durin,423-441-5365,KDurin93@mail2u.co.uk,1,1,
1329,JTook50,lIg*ht75,Jordan,Took,803-485-2054,JTook@bizmail.net,0,0,
1330,VGorbag665,libra)Ry23,Virginia,Gorbag,859-967-1918,,1,1,
1331,NCeleborn56,magnE(tic40,Nathan,Celeborn,319-207-2320,,1,0,
1332,NImrahil4,pi(qUe49,Noah,Imrahil,802-308-3925,NImrahil@gmail.us,1,1,
1333,JEowyn9,lIbra@ry47,Jacqueline,Eowyn,302-929-3146,JEowyn95@yahoo.us,1,1,
1334,JElentari131,w^rIte21,Joan,Elentari,,JElentari64@everymail.biz,0,1,
1335,LUlmo92,compUt!er75,Laura,Ulmo,314-495-2021,LUlmo22@gmail.net,0,1,
1336,SGorbag101,libr%arY97,Sean,Gorbag,,SGorbag88@everymail.biz,1,0,
1337,JOrome5,vi(sIons60,Jeffrey,Orome,859-420-0241,JOrome@everymail.net,0,0,
1338,MGorbag15,lIg!ht75,Mitch,Gorbag,217-005-0928,MGorbag37@mail2u.org,1,1,
1339,DNienna185,bad)lY95,Daniel,Nienna,480-645-2538,DNienna0@mail2u.net,1,1,
1340,CDeagol5,isla^Nd77,Catherine,Deagol,385-145-3721,,1,0,
1341,JValaquenta73,sh%oUld15,Jerry,Valaquenta,405-155-0325,JValaquenta60@somemail.biz,1,1,
1342,RElrohir576,Monster!07,Richard,Elrohir,262-949-2563,RElrohir54@everymail.net,0,0,
1343,ECelebrimbor8,r$abbiT70,Edward,Celebrimbor,316-059-4880,ECelebrimbor35@yahoo.net,1,0,
1344,JDori6,s)eCretly65,Josie,Dori,319-607-0048,JDori@somemail.co.uk,1,1,
1345,ALegolas069,tHr*ow16,Albert,Legolas,210-162-1688,ALegolas10@hotmail.us,1,1,
1346,RLurtz9,assE)rt19,Robert,Lurtz,240-885-6467,Robert.Lurtz79@mailbox.net,0,1,
1347,MThe White64,piqU)e42,Melissa,The White,206-334-9308,,0,1,
1348,MGoldberry4,asSert!08,Marishka,Goldberry,,Marishka.Goldberry47@bizmail.co.uk,0,1,
1349,AAmrod45,Tryin%g02,Alan,Amrod,,AAmrod5@mail2u.org,0,0,
1350,JPharazon53,cOm!puter21,Joe,Pharazon,229-321-6570,,0,0,
1351,SMorgoth133,bAd^ly38,Sandra,Morgoth,859-194-3175,SMorgoth@gmail.us,1,0,
1352,HTreebeard601,asseRt%93,Haley,Treebeard,401-249-1989,HTreebeard@somemail.biz,1,0,
1353,JShagrat256,piqu@E15,Jenny,Shagrat,406-201-1687,JShagrat90@yahoo.co.uk,1,1,
1354,MGlorfindel162,intereS*t17,Megan,Glorfindel,,MGlorfindel75@mail2u.net,0,1,
1355,AAncalagon497,lIbra#ry17,Andrew,Ancalagon,513-526-6033,AAncalagon86@mailbox.co.uk,0,1,
1356,BVarda4,computEr^75,Bethany,Varda,,BVarda3@somemail.com,0,0,
1357,LEru372,smoK!e54,Lilly,Eru,228-161-7753,LEru80@bizmail.biz,1,1,
1358,YBrandybuck792,moNst$er50,Yvette,Brandybuck,859-161-8947,,0,0,
1359,PIlluvatar4,se)creTly57,Peter,Illuvatar,212-708-1961,PIlluvatar22@hotmail.co.uk,0,1,
1360,SElros438,isla%nD69,Scott,Elros,803-469-8181,SElros67@bizmail.us,0,0,
1361,CTurambar739,sh$Ould89,Carla,Turambar,802-661-9939,CTurambar91@hotmail.net,1,0,
1362,CGaladriel995,entE#r39,Christopher,Galadriel,,CGaladriel@somemail.net,0,0,
1363,MTuor73,lI$ght83,Monica,Tuor,201-611-1608,MTuor83@hotmail.net,0,0,
1364,ALuthien14,wi#ndoW88,Angie,Luthien,603-088-8248,ALuthien@hotmail.us,0,0,
1365,DBeren0,E(nter85,Donna,Beren,262-256-3423,,0,0,
1366,AKementari69,wi)Ndow57,Adrianna,Kementari,803-187-3127,AKementari71@hotmail.org,0,1,
1367,CNimloth27,comPut@er16,Clarissa,Nimloth,,CNimloth64@everymail.org,1,0,
1368,AThe Brown6,sh*oulD99,Ana,The Brown,201-743-3324,ATheBrown82@bizmail.co.uk,1,0,
1369,PHuan94,islan(D03,Paul,Huan,203-048-4669,PHuan@yahoo.org,1,0,
1370,JGollum45,ent(Er49,Jack,Gollum,304-329-6392,JGollum9@mail2u.biz,0,0,
1371,JCeleborn21,endIn#g81,Joyce,Celeborn,907-600-2831,Joyce.Celeborn5@gmail.net,1,0,
1372,BAncalagon71,wiNdo@w34,Billy,Ancalagon,,BAncalagon10@somemail.net,1,0,
1373,IBeregond4,sE)cretly79,Isaiah,Beregond,,,0,1,
1374,PMorgoth5,windoW*49,Philip,Morgoth,,Philip.Morgoth@mail2u.biz,0,0,
1375,MTheoden11,e@Nding81,Melody,Theoden,218-972-8942,Melody.Theoden51@mail2u.org,1,1,
1376,RCirdan6,S^idekick03,Ralph,Cirdan,,RCirdan79@mail2u.net,0,0,
1377,BQuickbeam612,comput@Er72,Bailey,Quickbeam,859-983-7200,BQuickbeam34@somemail.biz,0,0,
1378,RImrahil2,rEscue#60,Richard,Imrahil,212-124-0485,,1,1,
1379,WLuthien7,windO#w35,Wayne,Luthien,252-408-4322,WLuthien5@bizmail.org,1,1,
1380,TAlcarin480,lIb*rary39,Theodore,Alcarin,423-721-6930,TAlcarin33@yahoo.biz,1,1,
1381,BErestor949,secre#tLy38,Bailey,Erestor,603-462-9464,BErestor77@everymail.net,0,1,
1382,SOakenshield079,shOuld$00,Sara,Oakenshield,303-759-6343,SOakenshield5@everymail.org,1,1,
1383,TIngwe8,seCre$tly89,Toki,Ingwe,605-674-9874,TIngwe44@mail2u.org,0,0,
1384,LThe White9,Numb#ers33,Levi,The White,262-301-6742,LTheWhite3@gmail.org,0,1,
1385,ICotton244,sHould#71,Isaiah,Cotton,203-191-7567,ICotton28@hotmail.com,0,0,
1386,BGildor790,librA(ry38,Brooke,Gildor,385-614-2619,BGildor85@somemail.us,1,0,
1387,JAlatar143,int^eRest41,Janet,Alatar,,JAlatar0@yahoo.us,1,0,
1388,ZElrohir4,wOr@ds83,Zoey,Elrohir,316-420-6789,,0,1,
1389,ANori21,badL)y25,Alexander,Nori,,ANori29@hotmail.com,1,1,
1390,TKementari10,l%iBrary12,Timothy,Kementari,802-023-6441,TKementari84@mail2u.us,0,1,
1391,VGothmog07,siDekick*62,Vincent,Gothmog,,VGothmog@yahoo.org,1,0,
1392,GErestor0,librar)Y23,Gerald,Erestor,201-505-4945,GErestor@somemail.biz,1,0,
1393,FNimrodel1,cOmputer#74,Frances,Nimrodel,210-352-2086,Frances.Nimrodel@mailbox.co.uk,0,1,
1394,ABombadil388,shoulD(33,Alicia,Bombadil,218-282-7721,ABombadil@somemail.biz,1,0,
1395,JBofur22,v!isiOns49,James,Bofur,405-098-7550,JBofur22@yahoo.org,1,1,
1396,AIlluvatar3,s#ideKick07,Anabelle,Illuvatar,,AIlluvatar15@hotmail.com,0,1,
1397,MGlorfindel5,librAry@73,Melody,Glorfindel,,MGlorfindel48@bizmail.org,0,0,
1398,CNienna0,Light!58,Carol,Nienna,,CNienna@somemail.com,1,0,
1399,LGrahame9,computE)r65,Lori,Grahame,304-004-5351,LGrahame27@mailbox.com,1,0,
1400,KKing582,secr$Etly62,Kai,King,307-722-4039,KKing@everymail.org,1,1,
1401,EBifur199,Mo@nster44,Eva,Bifur,210-057-5376,EBifur@mailbox.biz,0,1,
1402,KBombur97,se(creTly10,Kelly,Bombur,513-243-2475,,0,1,
1403,HBeregond149,ca*ptAin02,Henry,Beregond,203-749-9832,HBeregond85@gmail.biz,1,0,
1404,SElentari410,inte%rEst11,Sharon,Elentari,219-132-0449,,1,0,
1405,PAmrod96,hAtch%09,Patricia,Amrod,385-190-8868,PAmrod80@everymail.biz,1,0,
1406,SHuan7,wiCket@42,Samuel,Huan,,,0,1,
1407,DHurin32,r#eScue04,Donald,Hurin,,,1,1,
1408,MMelian07,visi#oNs28,Makenzie,Melian,513-678-3127,MMelian33@gmail.com,1,0,
1409,CKhamul979,aSsert^61,Claudia,Khamul,203-418-6050,,1,1,
1410,JMelian62,e^ntEr41,Joyce,Melian,,JMelian17@gmail.net,1,1,
1411,LFelagund385,wr!iTe95,Lauren,Felagund,,,0,0,
1412,AGloin9,capT%ain29,Abigail,Gloin,228-750-1057,Abigail.Gloin76@yahoo.us,0,0,
1413,VBarahir836,liBra^ry24,Victoria,Barahir,206-865-5273,VBarahir92@bizmail.biz,1,0,
1414,JTurin295,liBrar@y20,Jamie,Turin,240-045-1156,Jamie.Turin4@mailbox.co.uk,0,0,
1415,BEru551,sh%oUld39,Brenda,Eru,229-014-5114,BEru53@somemail.net,1,0,
1416,SHurin83,shoUl%d60,Samantha,Hurin,,,0,0,
1417,CBracegirdle5,th*roW52,Claudia,Bracegirdle,316-796-9458,CBracegirdle75@hotmail.org,0,1,
1418,DIsildur70,a^Ssert25,Debra,Isildur,,,0,0,
1419,LIlluvatar86,pIq@ue58,Linda,Illuvatar,423-253-7988,LIlluvatar50@everymail.us,0,1,
1420,DManwe8,han@dleD65,Dana,Manwe,,,1,0,
1421,JFeanor5,vi)sioNs06,Jacob,Feanor,304-320-6383,Jacob.Feanor58@gmail.com,0,1,
1422,BBifur261,seCre^tly07,Benjamin,Bifur,203-768-7946,Benjamin.Bifur@somemail.org,1,1,
1423,MDenethor2,secr*Etly35,Marishka,Denethor,225-136-2256,,1,0,
1424,MShelob75,sPe^ed45,Mason,Shelob,,,0,0,
1425,LDurin57,w^rIte24,Logan,Durin,217-061-8859,,1,1,
1426,JButterbur074,l$Ight31,Jaime,Butterbur,,,0,1,
1427,CGollum113,Spe%ed67,Camilla,Gollum,302-154-5701,Camilla.Gollum18@mail2u.biz,1,1,
1428,RThorondor370,enT*er65,Ryan,Thorondor,209-967-5264,RThorondor45@bizmail.co.uk,1,0,
1429,MFeanor85,badlY*80,Mason,Feanor,,MFeanor44@bizmail.co.uk,1,1,
1430,RHurin412,c^omputeR94,Roy,Hurin,,RHurin26@mail2u.co.uk,0,1,
1431,MRadagast831,aBou(t68,Mason,Radagast,210-316-8978,MRadagast36@bizmail.biz,0,1,
1432,ACeleborn3,cap%taIn13,Angelica,Celeborn,,Angelica.Celeborn2@yahoo.co.uk,0,0,
1433,TTurambar15,sPe*ed89,Teresa,Turambar,907-334-1787,,0,1,
1434,ONori56,Throu(gh32,Ophelia,Nori,205-960-6807,,1,0,
1435,CGrahame2,P@ique60,Carla,Grahame,,CGrahame39@mail2u.us,1,0,
1436,SElrond12,cApta*in90,Scarlet,Elrond,,SElrond47@everymail.biz,0,1,
1437,ICirdan68,Secre%tly60,Iris,Cirdan,,,1,1,
1438,AGildor6,coM(puter96,Alexis,Gildor,316-886-0916,AGildor69@hotmail.org,1,0,
1439,GKementari27,c#Omputer68,Gabbi,Kementari,239-757-7067,GKementari86@hotmail.net,1,1,
1440,ASmeagol6,co*mpUter38,Anabelle,Smeagol,212-927-2355,ASmeagol@hotmail.us,0,0,
1441,EKing8,asS%ert66,Edward,King,480-870-2093,,1,0,
1442,LThe Grey01,se!Cretly62,Lara,The Grey,,LTheGrey17@mail2u.biz,0,0,
1443,KKementari882,compu^tEr12,Kimberly,Kementari,302-957-3087,,1,1,
1444,DThranduil926,isLand$72,Daniella,Thranduil,,DThranduil8@somemail.com,1,1,
1445,LStormcrow63,S(ecretly27,Laura,Stormcrow,,LStormcrow40@mailbox.biz,0,1,
1446,LNesa748,Li)brary24,Lida,Nesa,505-164-2882,LNesa18@hotmail.co.uk,1,1,
1447,RTelchar83,Asse)rt36,Ronald,Telchar,458-366-1671,RTelchar68@somemail.com,1,1,
1448,JTreebeard464,l$Ight24,Jeffrey,Treebeard,307-948-6987,,0,1,
1449,MNimloth82,w@hiLe43,Mark,Nimloth,,MNimloth@somemail.us,1,1,
1450,EMablung57,res^Cue02,Eugene,Mablung,,,1,1,
1451,IImrahil068,c%aptaiN44,Isaiah,Imrahil,605-489-2685,IImrahil14@somemail.net,0,0,
1452,PBombur9,sEcretly(11,Paul,Bombur,252-522-4411,PBombur96@hotmail.us,0,0,
1453,MFinrod896,Lig@ht27,Mason,Finrod,,,1,1,
1454,CIsildur727,thr$oUgh72,Chelsea,Isildur,252-591-1361,,0,0,
1455,RTook19,visio$Ns61,Rose,Took,303-448-1108,,1,1,
1456,KDurin603,Shoul!d51,Kelsey,Durin,,KDurin@mailbox.org,1,0,
1457,NManwe8,bA%dly39,Nadine,Manwe,319-710-4646,NManwe@mail2u.biz,1,0,
1458,AFinarfin5,compute^R10,Angelica,Finarfin,239-963-4289,,1,1,
1459,JKili22,whit%E37,Justice,Kili,215-254-8803,JKili56@yahoo.co.uk,0,0,
1460,DFerny170,piqUe!40,Dana,Ferny,513-070-9738,Dana.Ferny20@bizmail.biz,0,1,
1461,REru17,sec$retlY45,Ruth,Eru,,REru14@everymail.com,1,1,
1462,RBaggins8,Bad*ly15,Rachel,Baggins,803-443-2262,RBaggins17@somemail.biz,1,0,
1463,MDenethor210,a!ssErt21,Magdalena,Denethor,458-901-9450,MDenethor@gmail.net,1,0,
1464,JAlatar899,co!mputEr95,Jeremy,Alatar,,JAlatar13@mailbox.co.uk,0,0,
1465,DTurambar4,mOn*ster64,Delilah,Turambar,808-348-1719,DTurambar32@hotmail.net,0,1,
1466,ICirdan242,r*Escue49,Ivy,Cirdan,252-513-1268,ICirdan@gmail.us,0,1,
1467,TPalantir6,rabB)it43,Toki,Palantir,217-156-2340,TPalantir47@mailbox.org,0,0,
1468,EGandalf31,li)Brary80,Elijah,Gandalf,239-937-5254,EGandalf54@mail2u.com,0,1,
1469,AGorbag238,hatc%H13,Averie,Gorbag,505-282-9594,AGorbag@somemail.co.uk,0,0,
1470,DPalantir60,magne@tIc76,Daniel,Palantir,603-706-8553,,1,1,
1471,MGandalf44,mo)veD59,Matthew,Gandalf,,,1,1,
1472,COri20,wOrl(d33,Carol,Ori,701-110-6677,COri80@everymail.com,1,0,
1473,AHurin80,s)ecreTly89,Ariel,Hurin,262-768-2256,AHurin@somemail.net,0,0,
1474,BKili8,wRo(ng05,Benjamin,Kili,319-223-4989,BKili17@mailbox.net,0,1,
1475,JProudfoot19,t)hrOugh23,Jamie,Proudfoot,304-070-3171,JProudfoot80@mail2u.biz,0,1,
1476,AButterbur78,i@sLand97,Abigail,Butterbur,218-314-9644,,1,1,
1477,BKementari1,seCr(etly15,Benjamin,Kementari,207-652-8861,BKementari@somemail.co.uk,1,1,
1478,LFinwe9,visIons*87,Lori,Finwe,479-349-0074,LFinwe5@everymail.co.uk,1,0,
1479,MGoldberry8,suspenSe#83,Mitch,Goldberry,859-950-7109,MGoldberry@mailbox.net,1,1,
1480,RBifur3,caP@tain23,Robert,Bifur,,,1,0,
1481,HVarda7,l)iBrary22,Haley,Varda,859-238-2194,HVarda44@gmail.net,1,1,
1482,EUlmo54,lig)Ht32,Emily,Ulmo,,EUlmo@hotmail.co.uk,0,1,
1483,WAlcarin5,cO#mputer34,Wendy,Alcarin,603-272-8100,Wendy.Alcarin84@yahoo.org,1,1,
1484,ATuor0,p!roBably49,Abby,Tuor,808-196-4403,ATuor44@gmail.org,0,1,
1485,KAlcarin380,compUte@r24,Kimberly,Alcarin,702-378-7617,KAlcarin80@gmail.org,1,0,
1486,EGorbag830,A^ssert85,Eleanor,Gorbag,385-909-4374,EGorbag24@mail2u.biz,0,1,
1487,KFingolfin86,thro#uGh57,Kathryn,Fingolfin,208-002-1492,KFingolfin12@gmail.biz,0,1,
1488,ODeagol9,pI)que94,Ophelia,Deagol,316-605-0982,ODeagol16@yahoo.biz,1,0,
1489,FTulkas4,coMpute@r62,Frances,Tulkas,,FTulkas37@mail2u.net,0,1,
1490,DFelagund1,dE$manded25,Donna,Felagund,225-965-3685,Donna.Felagund65@bizmail.com,1,0,
1491,BGoldberry893,Banging@05,Brittany,Goldberry,219-639-7508,BGoldberry17@mail2u.org,0,0,
1492,AKing2,p%iqUe02,Anabelle,King,314-163-9280,AKing25@everymail.org,1,1,
1493,EPharazon2,asSert*40,Ellie,Pharazon,303-735-3372,EPharazon53@somemail.net,0,1,
1494,RShagrat36,Computer*70,Randy,Shagrat,808-768-1656,RShagrat74@bizmail.org,1,0,
1495,TBombadil8,secRet$ly71,Tina,Bombadil,859-738-4279,TBombadil83@hotmail.com,0,1,
1496,AMorgoth7,Sho)uld18,Amy,Morgoth,385-425-3783,,0,1,
1497,AFinwe502,Lib#rary97,Aileen,Finwe,276-864-1813,AFinwe37@mail2u.biz,0,0,
1498,ASauron470,sEc)retly25,Albert,Sauron,225-364-4305,Albert.Sauron2@everymail.net,0,1,
1499,RNimloth0,coMp(uter95,Raymond,Nimloth,302-082-9435,RNimloth55@everymail.us,0,0,
1500,JErestor257,Piqu$e27,Jasmine,Erestor,225-503-3190,JErestor@mailbox.biz,0,0,
1501,EGimli2,vIs@ions73,Emily,Gimli,225-686-8014,,0,1,
1502,DMaeglin06,libRary!14,Dianna,Maeglin,240-768-1586,,1,1,
1503,LVarda32,n)umbeRs32,Lilly,Varda,,LVarda11@yahoo.net,0,1,
1504,JElladan498,a$skEd70,Jason,Elladan,907-491-1947,JElladan99@hotmail.org,1,1,
1505,TEcthelion460,ra$bbiT21,Timothy,Ecthelion,401-672-5217,Timothy.Ecthelion66@gmail.org,0,1,
1506,KGimli86,ha)tCh14,Kylie,Gimli,212-812-2104,KGimli1@mail2u.com,0,0,
1507,EGrahame9,coMpute*r17,Eileen,Grahame,203-792-5461,EGrahame77@yahoo.com,1,0,
1508,TShelob0,v%isioNs15,Tara,Shelob,,TShelob@bizmail.org,0,1,
1509,JDwalin0,lIbr*ary74,Janet,Dwalin,,JDwalin16@mail2u.co.uk,0,1,
1510,DThingol100,u#ntiL70,Douglas,Thingol,304-352-8503,DThingol95@mailbox.us,0,1,
1511,SMelkor09,Compute(r46,Scarlet,Melkor,,SMelkor86@gmail.org,1,0,
1512,MElwing041,B*adly23,Michael,Elwing,,MElwing18@mailbox.org,0,0,
1513,AKili143,L)ight13,Anna,Kili,,,0,1,
1514,EAlcarin2,coMpute!r17,Erik,Alcarin,203-556-3633,Erik.Alcarin@hotmail.com,0,0,
1515,LBolger7,alw$aYs20,Larissa,Bolger,228-792-8080,,1,0,
1516,AUngoliant625,wriTe(56,Angelique,Ungoliant,802-068-6739,AUngoliant86@somemail.com,1,0,
1517,DMaeglin9,aB@out77,Debra,Maeglin,480-497-6790,DMaeglin10@yahoo.net,0,0,
1518,LLurtz56,t^ryiNg45,Lilly,Lurtz,907-757-8907,Lilly.Lurtz3@bizmail.co.uk,1,0,
1519,OErestor1,S(idekick67,Ophelia,Erestor,228-139-9790,OErestor@yahoo.org,0,0,
1520,DFinrod6,nuMbe(rs26,Denise,Finrod,479-519-5512,,1,1,
1521,OFinwe308,wiCke)t97,Oliver,Finwe,262-088-9234,OFinwe95@gmail.com,1,1,
1522,JFinwe54,try^iNg31,Justice,Finwe,385-729-2403,,0,0,
1523,IKing7,com!Puter99,Isaiah,King,308-159-7392,Isaiah.King56@gmail.net,0,1,
1524,LBaggins832,shou!Ld56,Lilly,Baggins,,,1,0,
1525,VStormcrow6,is)lAnd82,Virginia,Stormcrow,701-665-2591,VStormcrow42@somemail.us,0,0,
1526,KHurin9,W!hile87,Kylie,Hurin,,KHurin95@hotmail.co.uk,1,1,
1527,OSackville555,Dr)eams04,Olivia,Sackville,405-479-8704,,0,1,
1528,RMiriel339,About$57,Rachel,Miriel,229-523-2178,Rachel.Miriel7@mailbox.biz,1,1,
1529,CGollum829,lIb%rary27,Claire,Gollum,907-837-5016,CGollum46@mailbox.co.uk,1,0,
1530,TBeregond40,seCr@etly54,Tina,Beregond,302-639-1765,Tina.Beregond83@mail2u.net,0,1,
1531,VGrahame4,libRa%ry70,Valerie,Grahame,701-318-6300,VGrahame26@bizmail.co.uk,0,1,
1532,KMablung7,liGht!41,Kyle,Mablung,208-483-8018,,0,0,
1533,BNimrodel0,c$oMputer75,Brooke,Nimrodel,,BNimrodel1@bizmail.net,1,1,
1534,CAragorn12,wRon!g89,Chelsea,Aragorn,,Chelsea.Aragorn8@everymail.biz,0,1,
1535,ACirdan211,lighT#12,April,Cirdan,262-860-0943,,1,0,
